wfo,utc_issue,utc_expire,utc_prodissue,utc_init_expire,phenomena,gtype,significance,eventid,status,ugc,area2d,utc_updated,hvtec_nwsli,hvtec_severity,hvtec_cause,hvtec_record,is_emergency,utc_polygon_begin,utc_polygon_end,windtag,hailtag,tornadotag,damagetag,product_id,fcster,vtec_year
SEW,2021-07-01 00:00,2021-07-01 09:25,2021-06-30 09:51,202107011500,SC,C,Y,137,CAN,PZZ134,282.6855163574219,2021-07-01 09:25,,,,,False,,,,,,,202106300951-KSEW-WHUS76-MWWSEW,,2021
SEW,2021-06-30 12:00,2021-07-01 09:25,2021-06-30 09:51,202107011500,SC,C,Y,136,CAN,PZZ131,1037.3934326171875,2021-07-01 09:25,,,,,False,,,,,,,202106300951-KSEW-WHUS76-MWWSEW,,2021
SEW,2021-06-30 12:00,2021-07-01 09:25,2021-06-30 09:51,202107011500,SC,C,Y,136,CAN,PZZ132,1074.874267578125,2021-07-01 09:25,,,,,False,,,,,,,202106300951-KSEW-WHUS76-MWWSEW,,2021
SEW,2021-07-01 00:00,2021-07-01 09:25,2021-06-30 09:51,202107011500,SC,C,Y,137,CAN,PZZ133,2603.5263671875,2021-07-01 09:25,,,,,False,,,,,,,202106300951-KSEW-WHUS76-MWWSEW,,2021
PQR,2021-06-30 09:53,2021-06-30 19:42,2021-06-30 09:53,202107010000,SC,C,Y,97,CAN,PZZ250,4321.86279296875,2021-06-30 19:42,,,,,False,,,,,,,202106300953-KPQR-WHUS76-MWWPQR,,2021
REV,2021-06-30 10:10,2021-07-01 03:06,2021-06-30 10:10,202107010500,HT,C,Y,3,CAN,CAZ070,1199.2891845703125,2021-07-01 03:06,,,,,False,,,,,,,202106301010-KREV-WWUS75-NPWREV,,2021
REV,2021-06-30 10:10,2021-07-01 03:06,2021-06-30 10:10,202107010500,HT,C,Y,3,CAN,NVZ004,32519.763671875,2021-07-01 03:06,,,,,False,,,,,,,202106301010-KREV-WWUS75-NPWREV,,2021
MTR,2021-07-01 22:00,2021-07-02 04:00,2021-07-01 04:08,202107020400,SC,C,Y,137,EXP,PZZ530,697.38232421875,2021-07-02 04:08,,,,,False,,,,,,,202107010408-KMTR-WHUS76-MWWMTR-AAA,,2021
DDC,2021-06-25 21:57,2021-06-25 22:45,2021-06-25 21:57,202106252245,SV,C,W,103,CON,KSC189,1883.9644775390625,2021-06-25 22:15,,,,,False,,,,,,,202106252157-KDDC-WUUS53-SVRDDC,RUSSELL,2021
DDC,2021-06-25 21:57,2021-06-25 22:45,2021-06-25 21:57,202106252245,SV,C,W,103,CON,KSC129,1889.8336181640625,2021-06-25 22:15,,,,,False,,,,,,,202106252157-KDDC-WUUS53-SVRDDC,RUSSELL,2021
LIX,2021-06-25 14:11,2021-06-25 15:15,2021-06-25 14:11,202106251515,MA,C,W,378,NEW,GMZ552,5342.24169921875,2021-06-25 14:11,,,,,False,,,,,,,202106251411-KLIX-WHUS54-SMWLIX,95/DM,2021
LIX,2021-06-28 15:26,2021-06-28 16:00,2021-06-28 15:26,202106281600,MA,C,W,379,EXP,GMZ530,1875.8323974609375,2021-06-28 15:51,,,,,False,,,,,,,202106281526-KLIX-WHUS54-SMWLIX,KLG,2021
LIX,2021-06-29 22:23,2021-06-29 22:48,2021-06-29 22:23,202106292300,MA,C,W,382,CAN,GMZ530,1875.8323974609375,2021-06-29 22:48,,,,,False,,,,,,,202106292223-KLIX-WHUS54-SMWLIX,KLG,2021
LIX,2021-06-30 14:32,2021-06-30 15:00,2021-06-30 14:32,202106301500,MA,C,W,383,NEW,GMZ532,1994.038330078125,2021-06-30 14:32,,,,,False,,,,,,,202106301432-KLIX-WHUS54-SMWLIX,PG,2021
PBZ,2021-06-30 16:37,2021-06-30 17:00,2021-06-30 16:37,202106301700,SV,C,W,85,CON,OHC157,1478.3497314453125,2021-06-30 16:52,,,,,False,,,,,,,202106301637-KPBZ-WUUS51-SVRPBZ,,2021
PBZ,2021-06-30 16:51,2021-06-30 22:47,2021-06-30 16:51,202107010000,SV,C,A,326,CAN,OHC031,1468.4326171875,2021-06-30 22:47,,,,,False,,,,,,,202106301651-KPBZ-WWUS61-WCNPBZ,,2021
PBZ,2021-06-30 16:51,2021-06-30 23:16,2021-06-30 16:51,202107010000,SV,C,A,326,CAN,PAC051,2064.623046875,2021-06-30 23:16,,,,,False,,,,,,,202106301651-KPBZ-WWUS61-WCNPBZ,,2021
PBZ,2021-06-30 16:51,2021-06-30 23:16,2021-06-30 16:51,202107010000,SV,C,A,326,CAN,WVC049,805.948974609375,2021-06-30 23:16,,,,,False,,,,,,,202106301651-KPBZ-WWUS61-WCNPBZ,,2021
PBZ,2021-06-30 16:51,2021-06-30 23:16,2021-06-30 16:51,202107010000,SV,C,A,326,CAN,WVC051,807.6765747070312,2021-06-30 23:16,,,,,False,,,,,,,202106301651-KPBZ-WWUS61-WCNPBZ,,2021
PBZ,2021-06-30 16:51,2021-06-30 23:16,2021-06-30 16:51,202107010000,SV,C,A,326,CAN,WVC069,281.539794921875,2021-06-30 23:16,,,,,False,,,,,,,202106301651-KPBZ-WWUS61-WCNPBZ,,2021
PBZ,2021-06-30 16:51,2021-06-30 23:16,2021-06-30 16:51,202107010000,SV,C,A,326,CAN,PAC125,2227.384521484375,2021-06-30 23:16,,,,,False,,,,,,,202106301651-KPBZ-WWUS61-WCNPBZ,,2021
PBZ,2021-06-30 17:19,2021-06-30 20:30,2021-06-30 17:19,202106302030,FA,C,Y,34,NEW,PAC129,2681.1845703125,2021-06-30 17:19,00000,N,ER,OO,False,,,,,,,202106301719-KPBZ-WGUS81-FLSPBZ,,2021
PBZ,2021-06-30 17:21,2021-06-30 17:45,2021-06-30 17:21,202106301745,SV,C,W,89,NEW,OHC059,1366.854736328125,2021-06-30 17:21,,,,,False,,,,,,,202106301721-KPBZ-WUUS51-SVRPBZ,,2021
PBZ,2021-06-30 17:38,2021-06-30 18:16,2021-06-30 17:38,202106301830,SV,C,W,91,CAN,OHC157,1478.3497314453125,2021-06-30 18:16,,,,,False,,,,,,,202106301738-KPBZ-WUUS51-SVRPBZ,,2021
PBZ,2021-06-30 17:56,2021-06-30 18:30,2021-06-30 17:56,202106301830,SV,C,W,92,CON,WVC069,281.539794921875,2021-06-30 18:20,,,,,False,,,,,,,202106301756-KPBZ-WUUS51-SVRPBZ,,2021
PBZ,2021-06-30 18:12,2021-06-30 21:15,2021-06-30 18:12,202106302115,FF,C,W,10,EXP,PAC007,1148.1533203125,2021-06-30 21:07,00000,0,ER,OO,False,,,,,,,202106301812-KPBZ-WGUS51-FFWPBZ,,2021
PBZ,2021-07-01 13:34,2021-07-01 16:45,2021-07-01 13:34,202107011645,FA,C,Y,39,EXP,OHC081,1062.853759765625,2021-07-01 16:40,00000,N,ER,OO,False,,,,,,,202107011334-KPBZ-WGUS81-FLSPBZ,DS,2021
EAX,2021-06-25 06:17,2021-06-25 18:15,2021-06-25 06:17,202106251815,FA,C,W,8,NEW,MOC075,1272.4483642578125,2021-06-25 06:17,00000,0,ER,OO,False,,,,,,,202106250617-KEAX-WGUS43-FLWEAX,SAW,2021
EAX,2021-06-25 22:06,2021-06-25 22:23,2021-06-25 22:06,202106252245,SV,C,W,75,CAN,KSC121,1527.4547119140625,2021-06-25 22:23,,,,,False,,,,,,,202106252206-KEAX-WUUS53-SVREAX,BMW,2021
OUN,2021-06-25 19:30,2021-06-25 22:24,2021-06-25 19:30,202106260300,SV,C,A,315,CAN,OKC153,3226.325927734375,2021-06-25 22:24,,,,,False,,,,,,,202106251930-KOUN-WWUS64-WCNOUN,,2021
ILX,2021-06-29 18:58,2021-06-29 19:45,2021-06-29 18:58,202106291945,SV,C,W,69,EXP,ILC183,2333.96533203125,2021-06-29 19:44,,,,,False,,,,,,,202106291858-KILX-WUUS53-SVRILX,25,2021
ILX,2021-06-29 19:41,2021-06-29 20:19,2021-06-29 19:41,202106292030,SV,C,W,70,CAN,ILC183,2333.96533203125,2021-06-29 20:19,,,,,False,,,,,,,202106291941-KILX-WUUS53-SVRILX,25,2021
PBZ,2021-06-30 18:26,2021-06-30 18:35,2021-06-30 18:26,202106301915,SV,C,W,94,CAN,WVC051,807.6765747070312,2021-06-30 18:35,,,,,False,,,,,,,202106301826-KPBZ-WUUS51-SVRPBZ,,2021
EAX,2021-06-25 02:00,2021-06-25 03:00,2021-06-25 02:00,202106250300,SV,C,W,62,CON,KSC005,1125.6605224609375,2021-06-25 02:43,,,,,False,,,,,,,202106250200-KEAX-WUUS53-SVREAX,Kurtz,2021
RNK,2021-07-01 20:21,2021-07-02 10:40,2021-07-01 20:21,202107021200,FF,C,A,5,CAN,NCZ019,1967.3487548828125,2021-07-02 10:40,00000,0,ER,OO,False,,,,,,,202107012021-KRNK-WGUS61-FFARNK,AS,2021
RNK,2021-07-01 20:21,2021-07-02 09:51,2021-07-01 20:21,202107021200,FF,C,A,5,CAN,VAZ017,986.8963623046875,2021-07-02 09:51,00000,0,ER,OO,False,,,,,,,202107012021-KRNK-WGUS61-FFARNK,AS,2021
ALY,2021-06-30 22:12,2021-06-30 23:00,2021-06-30 22:12,202106302300,SV,C,W,68,NEW,CTC005,2442.67822265625,2021-06-30 22:12,,,,,False,,,,,,,202106302212-KALY-WUUS51-SVRALY,KSL,2021
PDT,2021-06-24 00:56,2021-06-24 01:45,2021-06-24 00:56,202106240145,SV,C,W,3,EXP,ORC013,7721.62646484375,2021-06-24 01:42,,,,,False,,,,,,,202106240056-KPDT-WUUS56-SVRPDT,VP,2021
PDT,2021-06-25 21:00,2021-07-02 10:11,2021-06-24 16:00,202107020300,EH,C,W,1,CAN,WAZ520,9920.3173828125,2021-07-02 10:11,,,,,False,,,,,,,202106241600-KPDT-WWUS76-NPWPDT,,2021
PDT,2021-06-25 21:00,2021-07-02 20:43,2021-06-24 16:00,202107020300,EH,C,W,1,CAN,ORZ510,6502.2958984375,2021-07-02 20:43,,,,,False,,,,,,,202106241600-KPDT-WWUS76-NPWPDT,,2021
PDT,2021-06-25 21:00,2021-06-24 16:00,2021-06-22 21:32,202106300300,EH,C,A,1,UPG,ORZ510,6502.2958984375,2021-06-24 16:00,,,,,False,,,,,,,202106222132-KPDT-WWUS76-NPWPDT,,2021
PDT,2021-06-30 23:00,2021-07-02 05:00,2021-06-30 15:57,202107010700,FW,C,W,4,EXP,ORZ645,9890.04296875,2021-07-02 04:42,,,,,False,,,,,,,202106301557-KPDT-WWUS86-RFWPDT,,2021
PDT,2021-06-30 23:00,2021-07-02 05:00,2021-06-30 15:57,202107010700,FW,C,W,4,EXP,ORZ644,14725.5576171875,2021-07-02 04:42,,,,,False,,,,,,,202106301557-KPDT-WWUS86-RFWPDT,,2021
EKA,2021-06-26 21:00,2021-06-24 20:56,2021-06-23 19:59,202106290400,EH,C,A,3,UPG,CAZ108,3764.07666015625,2021-06-24 20:56,,,,,False,,,,,,,202106231959-KEKA-WWUS76-NPWEKA,,2021
CLE,2021-06-26 01:00,2021-06-26 13:44,2021-06-25 19:39,202106261400,SC,C,Y,38,CAN,LEZ149,693.0765991210938,2021-06-26 13:44,,,,,False,,,,,,,202106251939-KCLE-WHUS71-MWWCLE,,2021
EKA,2021-06-26 21:00,2021-06-24 20:56,2021-06-23 19:59,202106290400,EH,C,A,3,UPG,CAZ105,3339.57470703125,2021-06-24 20:56,,,,,False,,,,,,,202106231959-KEKA-WWUS76-NPWEKA,,2021
EKA,2021-06-26 22:00,2021-06-27 16:00,2021-06-26 09:43,202106271600,SC,C,Y,72,EXP,PZZ475,18073.2109375,2021-06-27 15:45,,,,,False,,,,,,,202106260943-KEKA-WHUS76-MWWEKA,,2021
EKA,2021-06-30 18:00,2021-07-01 04:00,2021-06-29 21:01,202107010400,HT,C,Y,5,CON,CAZ107,4533.7373046875,2021-06-30 11:31,,,,,False,,,,,,,202106292101-KEKA-WWUS76-NPWEKA,,2021
EAX,2021-06-25 21:56,2021-06-25 22:45,2021-06-25 21:56,202106252245,SV,C,W,74,EXP,MOC159,1776.397705078125,2021-06-25 22:43,,,,,False,,,,,,,202106252156-KEAX-WUUS53-SVREAX,BMW,2021
EAX,2021-06-25 02:00,2021-06-25 03:00,2021-06-25 02:00,202106250300,SV,C,W,62,CON,MOC021,1072.7799072265625,2021-06-25 02:43,,,,,False,,,,,,,202106250200-KEAX-WUUS53-SVREAX,Kurtz,2021
EAX,2021-06-25 02:00,2021-06-25 03:00,2021-06-25 02:00,202106250300,SV,C,W,62,CON,MOC049,1095.67138671875,2021-06-25 02:43,,,,,False,,,,,,,202106250200-KEAX-WUUS53-SVREAX,Kurtz,2021
LKN,2021-06-30 21:08,2021-06-30 23:00,2021-06-30 21:08,202106302300,FA,C,Y,4,EXP,NVC007,44496.95703125,2021-06-30 22:58,00000,N,ER,OO,False,,,,,,,202106302108-KLKN-WGUS85-FLSLKN,LKN,2021
EAX,2021-06-25 02:00,2021-06-25 03:00,2021-06-25 02:00,202106250300,SV,C,W,62,CON,MOC177,1484.002197265625,2021-06-25 02:43,,,,,False,,,,,,,202106250200-KEAX-WUUS53-SVREAX,Kurtz,2021
MOB,2021-06-24 19:11,2021-06-24 20:45,2021-06-24 19:11,202106242045,MA,C,W,200,EXP,GMZ634,490.9412841796875,2021-06-24 20:40,,,,,False,,,,,,,202106241911-KMOB-WHUS54-SMWMOB,JLH,2021
EAX,2021-06-25 02:00,2021-06-25 03:00,2021-06-25 02:00,202106250300,SV,C,W,62,CON,MOC025,1111.8875732421875,2021-06-25 02:43,,,,,False,,,,,,,202106250200-KEAX-WUUS53-SVREAX,Kurtz,2021
EAX,2021-06-25 02:13,2021-06-25 02:30,2021-06-25 02:13,202106250230,TO,C,W,10,NEW,MOC079,1133.1964111328125,2021-06-25 02:13,,,,,False,,,,,,,202106250213-KEAX-WFUS53-TOREAX,Kurtz,2021
EAX,2021-06-25 02:13,2021-06-25 02:30,2021-06-25 02:13,202106250230,TO,C,W,10,NEW,MOC211,1685.2667236328125,2021-06-25 02:13,,,,,False,,,,,,,202106250213-KEAX-WFUS53-TOREAX,Kurtz,2021
EAX,2021-06-25 02:29,2021-06-25 03:03,2021-06-25 02:29,202106250330,SV,C,W,63,CAN,MOC079,1133.1964111328125,2021-06-25 03:03,,,,,False,,,,,,,202106250229-KEAX-WUUS53-SVREAX,Kurtz,2021
EPZ,2021-06-28 00:00,2021-07-02 06:00,2021-06-27 20:45,202106290600,FF,C,A,1,EXT,NMZ416,1626.378173828125,2021-07-01 19:27,00000,0,ER,OO,False,,,,,,,202106272045-KEPZ-WGUS64-FFAEPZ,Laney,2021
EPZ,2021-06-28 06:06,2021-07-01 04:47,2021-06-28 06:06,202106291200,FF,C,A,1,CAN,NMZ413,4158.630859375,2021-07-01 04:47,00000,0,ER,OO,False,,,,,,,202106280606-KEPZ-WGUS64-FFAEPZ,AB,2021
EPZ,2021-06-28 06:06,2021-07-02 06:00,2021-06-28 06:06,202106291200,FF,C,A,1,EXT,NMZ402,5974.3681640625,2021-07-01 19:27,00000,0,ER,OO,False,,,,,,,202106280606-KEPZ-WGUS64-FFAEPZ,AB,2021
EPZ,2021-06-28 06:06,2021-07-01 04:47,2021-06-28 06:06,202106291200,FF,C,A,1,CAN,TXZ424,798.4575805664062,2021-07-01 04:47,00000,0,ER,OO,False,,,,,,,202106280606-KEPZ-WGUS64-FFAEPZ,AB,2021
EPZ,2021-06-28 06:06,2021-07-01 04:47,2021-06-28 06:06,202106291200,FF,C,A,1,CAN,NMZ407,7179.24658203125,2021-07-01 04:47,00000,0,ER,OO,False,,,,,,,202106280606-KEPZ-WGUS64-FFAEPZ,AB,2021
EPZ,2021-06-28 19:11,2021-06-28 22:15,2021-06-28 19:11,202106282215,FA,C,Y,26,CON,TXC141,2629.582763671875,2021-06-28 21:16,00000,N,ER,OO,False,,,,,,,202106281911-KEPZ-WGUS84-FLSEPZ,JD,2021
EPZ,2021-06-28 21:52,2021-06-29 01:00,2021-06-28 21:52,202106290100,FF,C,W,2,CON,NMC013,9885.9296875,2021-06-29 00:39,00000,0,ER,OO,False,,,,,,,202106282152-KEPZ-WGUS54-FFWEPZ,JD,2021
DVN,2021-06-25 02:02,2021-06-25 05:55,2021-06-25 02:02,202106250800,SV,C,A,312,CAN,MOC045,1324.215087890625,2021-06-25 05:55,,,,,False,,,,,,,202106250202-KDVN-WWUS63-WCNDVN,,2021
EPZ,2021-06-30 09:54,2021-06-30 12:00,2021-06-30 09:54,202106301200,FA,C,Y,34,NEW,NMC013,9885.9296875,2021-06-30 09:54,00000,N,ER,OO,False,,,,,,,202106300954-KEPZ-WGUS84-FLSEPZ,AB,2021
EPZ,2021-06-30 21:10,2021-07-01 00:15,2021-06-30 21:10,202107010015,FA,C,Y,38,NEW,TXC229,11851.3427734375,2021-06-30 21:10,00000,N,ER,OO,False,,,,,,,202106302110-KEPZ-WGUS84-FLSEPZ,JG,2021
EPZ,2021-06-30 21:10,2021-07-01 00:15,2021-06-30 21:10,202107010015,FA,C,Y,38,NEW,TXC141,2629.582763671875,2021-06-30 21:10,00000,N,ER,OO,False,,,,,,,202106302110-KEPZ-WGUS84-FLSEPZ,JG,2021
EPZ,2021-07-01 18:45,2021-07-01 21:45,2021-07-01 18:45,202107012145,FA,C,Y,50,EXP,NMC051,10976.0556640625,2021-07-01 21:42,00000,N,ER,OO,False,,,,,,,202107011845-KEPZ-WGUS84-FLSEPZ,DeL,2021
EPZ,2021-07-01 18:51,2021-07-01 21:45,2021-07-01 18:51,202107012145,FA,C,Y,51,EXP,NMC035,17175.474609375,2021-07-01 21:40,00000,N,ER,OO,False,,,,,,,202107011851-KEPZ-WGUS84-FLSEPZ,JD,2021
DVN,2021-06-25 06:24,2021-06-25 07:15,2021-06-25 06:24,202106250715,SV,C,W,31,EXP,ILC155,445.4915771484375,2021-06-25 07:05,,,,,False,,,,,,,202106250624-KDVN-WUUS53-SVRDVN,McClure,2021
LMK,2021-07-01 12:00,2021-07-01 23:52,2021-07-01 07:57,202107020000,FF,C,A,5,CAN,KYZ036,738.4666748046875,2021-07-01 23:52,00000,0,ER,OO,False,,,,,,,202107010757-KLMK-WGUS63-FFALMK,KDW,2021
LMK,2021-07-01 12:00,2021-07-01 23:52,2021-07-01 07:57,202107020000,FF,C,A,5,CAN,KYZ034,998.1678466796875,2021-07-01 23:52,00000,0,ER,OO,False,,,,,,,202107010757-KLMK-WGUS63-FFALMK,KDW,2021
LMK,2021-07-01 12:00,2021-07-01 23:52,2021-07-01 07:57,202107020000,FF,C,A,5,CAN,KYZ067,870.1642456054688,2021-07-01 23:52,00000,0,ER,OO,False,,,,,,,202107010757-KLMK-WGUS63-FFALMK,KDW,2021
LMK,2021-07-01 12:00,2021-07-01 23:52,2021-07-01 07:57,202107020000,FF,C,A,5,CAN,KYZ043,509.11846923828125,2021-07-01 23:52,00000,0,ER,OO,False,,,,,,,202107010757-KLMK-WGUS63-FFALMK,KDW,2021
LMK,2021-07-01 12:00,2021-07-01 23:52,2021-07-01 07:57,202107020000,FF,C,A,5,CAN,KYZ057,1147.0594482421875,2021-07-01 23:52,00000,0,ER,OO,False,,,,,,,202107010757-KLMK-WGUS63-FFALMK,KDW,2021
LMK,2021-07-01 12:00,2021-07-01 23:52,2021-07-01 07:57,202107020000,FF,C,A,5,CAN,KYZ042,755.2178955078125,2021-07-01 23:52,00000,0,ER,OO,False,,,,,,,202107010757-KLMK-WGUS63-FFALMK,KDW,2021
LMK,2021-07-01 12:00,2021-07-01 23:52,2021-07-01 07:57,202107020000,FF,C,A,5,CAN,KYZ041,738.8805541992188,2021-07-01 23:52,00000,0,ER,OO,False,,,,,,,202107010757-KLMK-WGUS63-FFALMK,KDW,2021
LMK,2021-07-01 12:00,2021-07-01 23:52,2021-07-01 07:57,202107020000,FF,C,A,5,CAN,KYZ055,474.5319519042969,2021-07-01 23:52,00000,0,ER,OO,False,,,,,,,202107010757-KLMK-WGUS63-FFALMK,KDW,2021
LMK,2021-07-01 12:00,2021-07-01 18:01,2021-07-01 07:57,202107020000,FF,C,A,5,CAN,INZ079,939.302734375,2021-07-01 18:01,00000,0,ER,OO,False,,,,,,,202107010757-KLMK-WGUS63-FFALMK,KDW,2021
LMK,2021-07-01 12:00,2021-07-01 23:52,2021-07-01 07:57,202107020000,FF,C,A,5,CAN,KYZ035,549.1498413085938,2021-07-01 23:52,00000,0,ER,OO,False,,,,,,,202107010757-KLMK-WGUS63-FFALMK,KDW,2021
LMK,2021-07-01 12:00,2021-07-01 19:04,2021-07-01 07:57,202107020000,FF,C,A,5,CAN,KYZ032,404.3516845703125,2021-07-01 19:04,00000,0,ER,OO,False,,,,,,,202107010757-KLMK-WGUS63-FFALMK,KDW,2021
LMK,2021-07-01 13:14,2021-07-01 19:04,2021-07-01 13:14,202107020000,FF,C,A,5,CAN,INZ092,973.648681640625,2021-07-01 19:04,00000,0,ER,OO,False,,,,,,,202107011314-KLMK-WGUS63-FFALMK,BJS,2021
LMK,2021-07-01 13:14,2021-07-01 19:04,2021-07-01 13:14,202107020000,FF,C,A,5,CAN,INZ091,383.78997802734375,2021-07-01 19:04,00000,0,ER,OO,False,,,,,,,202107011314-KLMK-WGUS63-FFALMK,BJS,2021
LMK,2021-07-01 15:47,2021-07-01 19:00,2021-07-01 15:47,202107011900,FA,C,Y,56,NEW,INC043,383.78997802734375,2021-07-01 15:47,00000,N,ER,OO,False,,,,,,,202107011547-KLMK-WGUS83-FLSLMK,DM,2021
LMK,2021-07-01 16:51,2021-07-01 20:45,2021-07-01 16:51,202107012045,FA,C,Y,59,NEW,KYC137,870.1642456054688,2021-07-01 16:51,00000,N,ER,OO,False,,,,,,,202107011651-KLMK-WGUS83-FLSLMK,BJS,2021
LMK,2021-07-01 17:18,2021-07-01 20:17,2021-07-01 17:18,202107012030,FA,C,Y,61,CAN,KYC179,1098.0968017578125,2021-07-01 20:17,00000,N,ER,OO,False,,,,,,,202107011718-KLMK-WGUS83-FLSLMK,JML,2021
LMK,2021-07-01 19:23,2021-07-01 21:46,2021-07-01 19:23,202107012200,FA,C,W,19,CAN,KYC067,738.8805541992188,2021-07-01 21:46,00000,0,ER,OO,False,,,,,,,202107011923-KLMK-WGUS43-FLWLMK,DM,2021
LMK,2021-07-01 19:23,2021-07-01 21:46,2021-07-01 19:23,202107012200,FA,C,W,19,CAN,KYC049,660.6947631835938,2021-07-01 21:46,00000,0,ER,OO,False,,,,,,,202107011923-KLMK-WGUS43-FLWLMK,DM,2021
LMK,2021-07-01 19:26,2021-07-01 22:16,2021-07-01 19:26,202107012230,FA,C,W,20,CAN,KYC079,605.5202026367188,2021-07-01 22:16,00000,0,ER,OO,False,,,,,,,202107011926-KLMK-WGUS43-FLWLMK,DM,2021
LMK,2021-07-01 20:54,2021-07-01 22:31,2021-07-01 20:54,202107012245,FA,C,W,23,CAN,KYC005,528.7687377929688,2021-07-01 22:31,00000,0,ER,OO,False,,,,,,,202107012054-KLMK-WGUS43-FLWLMK,BTN,2021
OUN,2021-06-26 02:07,2021-06-26 02:45,2021-06-26 02:07,202106260245,SV,C,W,349,CON,OKC039,2594.921142578125,2021-06-26 02:32,,,,,False,,,,,,,202106260207-KOUN-WUUS54-SVROUN,Mahale,2021
OUN,2021-06-26 02:07,2021-06-26 02:45,2021-06-26 02:07,202106260245,SV,C,W,349,CON,OKC093,2480.510498046875,2021-06-26 02:32,,,,,False,,,,,,,202106260207-KOUN-WUUS54-SVROUN,Mahale,2021
OUN,2021-06-26 02:07,2021-06-26 02:45,2021-06-26 02:07,202106260245,SV,C,W,349,CON,OKC153,3226.325927734375,2021-06-26 02:32,,,,,False,,,,,,,202106260207-KOUN-WUUS54-SVROUN,Mahale,2021
OUN,2021-06-25 22:44,2021-06-25 23:11,2021-06-25 22:44,202106252330,SV,C,W,346,CAN,OKC045,3189.7197265625,2021-06-25 23:11,,,,,False,,,,,,,202106252244-KOUN-WUUS54-SVROUN,Mahale,2021
PHI,2021-06-24 20:00,2021-06-24 23:53,2021-06-24 18:53,202106250300,SC,C,Y,58,CAN,ANZ455,1117.75537109375,2021-06-24 23:53,,,,,False,,,,,,,202106241853-KPHI-WHUS71-MWWPHI,,2021
PHI,2021-06-28 19:13,2021-07-01 00:00,2021-06-28 19:13,202106300000,EH,C,W,1,EXP,PAZ106,804.6770629882812,2021-06-30 23:52,,,,,False,,,,,,,202106281913-KPHI-WWUS71-NPWPHI,Davis,2021
PHI,2021-06-28 19:13,2021-07-01 00:00,2021-06-28 19:13,202106300000,EH,C,W,1,EXP,NJZ019,1157.437744140625,2021-06-30 23:52,,,,,False,,,,,,,202106281913-KPHI-WWUS71-NPWPHI,Davis,2021
PHI,2021-06-28 19:13,2021-07-01 00:00,2021-06-28 19:13,202106300000,EH,C,W,1,EXP,PAZ070,493.86328125,2021-06-30 23:52,,,,,False,,,,,,,202106281913-KPHI-WWUS71-NPWPHI,Davis,2021
PHI,2021-06-28 19:13,2021-07-01 00:00,2021-06-28 19:13,202106300000,EH,C,W,1,EXP,NJZ012,821.6932373046875,2021-06-30 23:52,,,,,False,,,,,,,202106281913-KPHI-WWUS71-NPWPHI,Davis,2021
PHI,2021-06-28 20:51,2021-07-01 00:00,2021-06-28 19:13,202107010000,HT,C,Y,4,EXP,NJZ027,964.22314453125,2021-06-30 23:52,,,,,False,,,,,,,202106281913-KPHI-WWUS71-NPWPHI,Davis,2021
PHI,2021-06-28 20:51,2021-07-01 00:00,2021-06-28 19:13,202107010000,HT,C,Y,4,EXP,NJZ020,1531.115234375,2021-06-30 23:52,,,,,False,,,,,,,202106281913-KPHI-WWUS71-NPWPHI,Davis,2021
PHI,2021-07-01 00:37,2021-07-01 01:15,2021-07-01 00:37,202107010115,SV,C,W,104,CON,NJC021,591.7860717773438,2021-07-01 00:57,,,,,False,,,,,,,202107010037-KPHI-WUUS51-SVRPHI,PO,2021
PHI,2021-07-01 16:48,2021-07-01 22:52,2021-07-01 16:48,202107020000,SV,C,A,331,CAN,NJC033,878.9026489257812,2021-07-01 22:52,,,,,False,,,,,,,202107011648-KPHI-WWUS61-WCNPHI,STAARMANN,2021
PHI,2021-07-01 16:48,2021-07-01 22:52,2021-07-01 16:48,202107020000,SV,C,A,331,CAN,ANZ451,2562.346435546875,2021-07-01 22:52,,,,,False,,,,,,,202107011648-KPHI-WWUS61-WCNPHI,STAARMANN,2021
PHI,2021-07-01 16:48,2021-07-01 22:52,2021-07-01 16:48,202107020000,SV,C,A,331,CAN,NJC015,873.22314453125,2021-07-01 22:52,,,,,False,,,,,,,202107011648-KPHI-WWUS61-WCNPHI,STAARMANN,2021
PHI,2021-07-01 16:48,2021-07-01 22:52,2021-07-01 16:48,202107020000,SV,C,A,331,CAN,ANZ454,818.2506103515625,2021-07-01 22:52,,,,,False,,,,,,,202107011648-KPHI-WWUS61-WCNPHI,STAARMANN,2021
OUN,2021-06-26 02:43,2021-06-26 03:16,2021-06-26 02:43,202106260330,SV,C,W,350,CAN,OKC073,2346.197998046875,2021-06-26 03:16,,,,,False,,,,,,,202106260243-KOUN-WUUS54-SVROUN,Mahale,2021
PHI,2021-07-01 20:10,2021-07-01 21:14,2021-07-01 20:10,202107012300,FA,C,Y,42,CAN,MDC029,732.6845703125,2021-07-01 21:14,00000,N,ER,OO,False,,,,,,,202107012010-KPHI-WGUS81-FLSPHI,Iovino,2021
OUN,2021-06-26 02:43,2021-06-26 03:10,2021-06-26 02:43,202106260330,SV,C,W,350,CAN,OKC043,2610.745849609375,2021-06-26 03:10,,,,,False,,,,,,,202106260243-KOUN-WUUS54-SVROUN,Mahale,2021
PHI,2021-07-01 20:27,2021-07-01 20:49,2021-07-01 20:27,202107012115,SV,C,W,111,CAN,DEC003,1147.0604248046875,2021-07-01 20:49,,,,,False,,,,,,,202107012027-KPHI-WUUS51-SVRPHI,CMS,2021
