wfo,utc_issue,utc_expire,utc_prodissue,utc_init_expire,phenomena,gtype,significance,eventid,status,ugc,area2d,utc_updated,hvtec_nwsli,hvtec_severity,hvtec_cause,hvtec_record,is_emergency,utc_polygon_begin,utc_polygon_end,windtag,hailtag,tornadotag,damagetag,product_id,fcster,vtec_year
GGW,2021-06-24 23:15,2021-06-25 00:01,2021-06-24 23:15,202106250015,SV,P,W,55,NEW,,1837.866313607376,2021-06-24 23:15,,,,,False,2021-06-24 23:15,2021-06-25 00:01,60.0,1.0,,,202106242315-KGGW-WUUS55-SVRGGW,NWS Glasgow,2021
ICT,2021-06-26 02:07,2021-06-26 03:00,2021-06-26 02:07,202106260300,SV,P,W,95,NEW,,3003.365500082073,2021-06-26 02:07,,,,,False,2021-06-26 02:07,2021-06-26 02:33,60.0,0.75,,,202106260207-KICT-WUUS53-SVRICT,KETCHAM,2021
DDC,2021-06-25 23:11,2021-06-26 00:15,2021-06-25 23:11,202106260015,SV,P,W,109,NEW,,1453.6731308611036,2021-06-25 23:11,,,,,False,2021-06-25 23:11,2021-06-25 23:55,70.0,2.75,,,202106252311-KDDC-WUUS53-SVRDDC,RUSSELL,2021
KEY,2021-06-29 07:18,2021-06-29 08:00,2021-06-29 07:18,202106290800,MA,P,W,76,NEW,,2177.302487503065,2021-06-29 07:18,,,,,False,2021-06-29 07:18,2021-06-29 07:39,34.0,0.0,,,202106290718-KKEY-WHUS52-SMWKEY,Williams,2021
PAH,2021-06-30 23:39,2021-07-01 00:00,2021-06-30 23:39,202107010030,SV,P,W,55,NEW,,415.9414976976774,2021-06-30 23:39,,,,,False,2021-06-30 23:39,2021-07-01 00:00,60.0,1.0,,,202106302339-KPAH-WUUS53-SVRPAH,GREG,2021
LCH,2021-06-30 12:00,2021-07-01 18:00,2021-06-30 12:00,202107011800,FL,P,W,211,NEW,,363.6958342661833,2021-06-30 01:36,EVDT2,1,ER,NO,False,2021-06-30 12:00,2021-06-30 17:39,,,,,202106300136-KLCH-WGUS44-FLWLCH,mkc,2021
GLD,2021-06-25 00:30,2021-06-25 01:00,2021-06-25 00:30,202106250100,SV,P,W,128,NEW,,901.0075850758102,2021-06-25 00:30,,,,,False,2021-06-25 00:30,2021-06-25 00:38,60.0,1.0,,,202106250030-KGLD-WUUS53-SVRGLD,JRM,2021
GLD,2021-06-25 00:57,2021-06-25 01:49,2021-06-25 00:57,202106250200,SV,P,W,129,NEW,,1187.5211784054513,2021-06-25 00:57,,,,,False,2021-06-25 00:57,2021-06-25 01:03,60.0,1.5,,,202106250057-KGLD-WUUS53-SVRGLD,JRM,2021
MAF,2021-06-25 21:56,2021-06-25 22:45,2021-06-25 21:56,202106252300,SV,P,W,271,NEW,,794.9011693245614,2021-06-25 21:56,,,,,False,2021-06-25 21:56,2021-06-25 22:11,70.0,1.0,,,202106252156-KMAF-WUUS54-SVRMAF,44,2021
EPZ,2021-07-01 19:41,2021-07-01 21:45,2021-07-01 19:41,202107012145,FA,P,Y,55,NEW,,64.2911688671414,2021-07-01 19:41,00000,N,ER,OO,False,2021-07-01 19:41,2021-07-01 21:42,,,,,202107011941-KEPZ-WGUS84-FLSEPZ,JD,2021
PHI,2021-07-01 21:02,2021-07-01 21:30,2021-07-01 21:02,202107012130,TO,P,W,2,NEW,,293.31462753158394,2021-07-01 21:02,,,,,False,2021-07-01 21:02,2021-07-01 21:08,,0.75,RADAR INDICATED,,202107012102-KPHI-WFUS51-TORPHI,Davis,2021
MPX,2021-06-24 21:20,2021-06-24 21:47,2021-06-24 21:20,202106242200,SV,P,W,47,NEW,,1002.7653618057325,2021-06-24 21:20,,,,,False,2021-06-24 21:20,2021-06-24 21:42,60.0,1.0,,,202106242120-KMPX-WUUS53-SVRMPX,CEO,2021
OUN,2021-06-27 02:12,2021-06-27 05:15,2021-06-27 02:12,202106270515,FA,P,Y,84,NEW,,98.16908356538546,2021-06-27 02:12,00000,N,ER,OO,False,2021-06-27 02:12,2021-06-27 05:15,,,,,202106270212-KOUN-WGUS84-FLSOUN,MAD,2021
HNX,2021-06-30 22:42,2021-07-01 00:45,2021-06-30 22:42,202107010045,FA,P,Y,14,NEW,,705.040407939994,2021-06-30 22:42,00000,N,ER,OO,False,2021-06-30 22:42,2021-07-01 00:50,,,,,202106302242-KHNX-WGUS86-FLSHNX,ab,2021
TOP,2021-06-24 23:36,2021-06-25 00:00,2021-06-24 23:36,202106250000,SV,P,W,69,NEW,,375.6709379849531,2021-06-24 23:36,,,,,False,2021-06-24 23:36,2021-06-25 00:00,60.0,1.5,,,202106242336-KTOP-WUUS53-SVRTOP,Reese,2021
UNR,2021-06-24 23:30,2021-06-24 23:46,2021-06-24 23:30,202106250015,SV,P,W,75,NEW,,432.7028330873488,2021-06-24 23:30,,,,,False,2021-06-24 23:30,2021-06-24 23:46,60.0,1.0,,,202106242330-KUNR-WUUS53-SVRUNR,Rudge,2021
IWX,2021-06-26 01:24,2021-06-26 01:38,2021-06-26 01:24,202106260200,TO,P,W,9,NEW,,170.58762257223853,2021-06-26 01:24,,,,,False,2021-06-26 01:24,2021-06-26 01:38,,0.75,RADAR INDICATED,,202106260124-KIWX-WFUS53-TORIWX,FISHER,2021
ILX,2021-06-30 19:29,2021-06-30 20:15,2021-06-30 19:29,202106302230,FA,P,Y,11,NEW,,228.5277868474891,2021-06-30 19:29,00000,N,ER,OO,False,2021-06-30 19:29,2021-06-30 20:15,,,,,202106301929-KILX-WGUS83-FLSILX,Shimon,2021
EPZ,2021-06-27 21:43,2021-06-27 23:45,2021-06-27 21:43,202106272345,DS,P,W,1,NEW,,597.71020665911,2021-06-27 21:43,,,,,False,2021-06-27 21:43,2021-06-27 23:45,,,,,202106272143-KEPZ-WWUS54-DSWEPZ,DENNHARDT,2021
EPZ,2021-07-01 21:22,2021-07-02 00:30,2021-07-01 21:22,202107020030,FF,P,W,8,NEW,,239.36876322472645,2021-07-01 21:22,00000,0,ER,OO,False,2021-07-01 21:22,2021-07-02 00:27,,,,,202107012122-KEPZ-WGUS54-FFWEPZ,JD,2021
ABQ,2021-06-24 22:04,2021-06-24 22:45,2021-06-24 22:04,202106242245,DS,P,Y,6,NEW,,7757.971331877019,2021-06-24 22:04,,,,,False,2021-06-24 22:04,2021-06-24 22:45,,,,,202106242204-KABQ-WWUS55-DSWABQ,34,2021
OUN,2021-07-01 22:39,2021-07-02 01:45,2021-07-01 22:39,202107020145,FA,P,Y,130,NEW,,461.0912125157488,2021-07-01 22:39,00000,N,ER,OO,False,2021-07-01 22:39,2021-07-02 01:45,,,,,202107012239-KOUN-WGUS84-FLSOUN,JP,2021
GLD,2021-06-25 02:01,2021-06-25 03:00,2021-06-25 02:01,202106250300,SV,P,W,132,NEW,,1962.28211374642,2021-06-25 02:01,,,,,False,2021-06-25 02:01,2021-06-25 02:28,80.0,1.0,,,202106250201-KGLD-WUUS53-SVRGLD,MRC,2021
VEF,2021-06-29 22:24,2021-06-29 23:15,2021-06-29 22:24,202106292315,SV,P,W,7,NEW,,1535.1534748409695,2021-06-29 22:24,,,,,False,2021-06-29 22:24,2021-06-29 23:03,60.0,1.0,,,202106292224-KVEF-WUUS55-SVRVEF,JS,2021
EPZ,2021-06-30 21:25,2021-07-01 00:30,2021-06-30 21:25,202107010030,FA,P,Y,39,NEW,,323.66340430319,2021-06-30 21:25,00000,N,ER,OO,False,2021-06-30 21:25,2021-07-01 00:30,,,,,202106302125-KEPZ-WGUS84-FLSEPZ,JD,2021
BUF,2021-06-29 18:49,2021-06-29 19:45,2021-06-29 18:49,202106291945,SV,P,W,40,NEW,,901.2574581403677,2021-06-29 18:49,,,,,False,2021-06-29 18:49,2021-06-29 19:20,60.0,1.0,,,202106291849-KBUF-WUUS51-SVRBUF,Reynolds,2021
CTP,2021-06-30 18:25,2021-06-30 18:53,2021-06-30 18:25,202106301915,SV,P,W,64,NEW,,489.5525673133814,2021-06-30 18:25,,,,,False,2021-06-30 18:25,2021-06-30 18:53,60.0,0.75,,,202106301825-KCTP-WUUS51-SVRCTP,Travis,2021
LWX,2021-06-28 21:54,2021-06-28 22:15,2021-06-28 21:54,202106282245,SV,P,W,157,NEW,,258.4709154954084,2021-06-28 21:54,,,,,False,2021-06-28 21:54,2021-06-28 22:15,60.0,0.75,,,202106282154-KLWX-WUUS51-SVRLWX,MSS,2021
EAX,2021-06-30 21:50,2021-07-01 01:45,2021-06-30 21:50,202107010145,FF,P,W,30,NEW,,5872.727695980829,2021-06-30 21:50,00000,0,ER,OO,False,2021-06-30 21:50,2021-07-01 01:40,,,,,202106302150-KEAX-WGUS53-FFWEAX,BT,2021
RIW,2021-06-24 00:00,2021-06-24 00:30,2021-06-24 00:00,202106240045,SV,P,W,3,NEW,,5073.498845580769,2021-06-24 00:00,,,,,False,2021-06-24 00:00,2021-06-24 00:20,60.0,1.0,,,202106240000-KRIW-WUUS55-SVRRIW,Fisher,2021
ICT,2021-06-27 15:12,2021-06-29 10:51,2021-06-27 15:12,202106291051,FL,P,W,40,NEW,,278.2106893807602,2021-06-26 07:29,CFVK1,1,ER,NO,False,2021-06-27 15:12,2021-06-26 13:48,,,,,202106260729-KICT-WGUS43-FLWICT,Butler,2021
MRX,2021-06-28 22:57,2021-06-28 23:45,2021-06-28 22:57,202106282345,SV,P,W,86,NEW,,778.5342974198344,2021-06-28 22:57,,,,,False,2021-06-28 22:57,2021-06-28 23:17,60.0,0.75,,,202106282257-KMRX-WUUS54-SVRMRX,DH,2021
ILX,2021-06-26 01:29,2021-06-26 01:59,2021-06-26 01:29,202106260215,TO,P,W,17,NEW,,292.2960827650062,2021-06-26 01:29,,,,,False,2021-06-26 01:29,2021-06-26 01:51,,0.75,RADAR INDICATED,,202106260129-KILX-WFUS53-TORILX,Auten,2021
KEY,2021-06-29 08:10,2021-06-29 09:00,2021-06-29 08:10,202106290900,MA,P,W,80,NEW,,1560.2636620407009,2021-06-29 08:10,,,,,False,2021-06-29 08:10,2021-06-29 09:00,34.0,0.0,,,202106290810-KKEY-WHUS52-SMWKEY,Williams,2021
OUN,2021-06-27 13:18,2021-06-28 01:23,2021-06-27 13:18,202106281200,FL,P,Y,52,NEW,,24.04631161187961,2021-06-27 13:18,GUCO2,N,ER,NO,False,2021-06-27 13:18,2021-06-27 19:01,,,,,202106271318-KOUN-WGUS84-FLSOUN,11,2021
TBW,2021-06-25 17:04,2021-06-25 17:45,2021-06-25 17:04,202106251745,MA,P,W,68,NEW,,643.4693758708387,2021-06-25 17:04,,,,,False,2021-06-25 17:04,2021-06-25 17:45,34.0,0.0,,,202106251704-KTBW-WHUS52-SMWTBW,TBW,2021
MAF,2021-06-28 22:03,2021-06-28 23:41,2021-06-28 22:03,202106290115,FF,P,W,32,NEW,,456.59914615443057,2021-06-28 22:03,00000,0,ER,OO,False,2021-06-28 22:03,2021-06-28 23:41,,,,,202106282203-KMAF-WGUS54-FFWMAF,JP,2021
BOU,2021-07-01 18:58,2021-07-01 20:30,2021-07-01 18:58,202107012030,FA,P,Y,39,NEW,,92.45135989094717,2021-07-01 18:58,00000,N,ER,OO,False,2021-07-01 18:58,2021-07-01 20:30,,,,,202107011858-KBOU-WGUS85-FLSBOU,RPK,2021
MAF,2021-06-28 12:34,2021-06-28 15:30,2021-06-28 12:34,202106281530,FA,P,W,2,NEW,,2976.752672150993,2021-06-28 12:34,00000,0,ER,OO,False,2021-06-28 12:34,2021-06-28 15:30,,,,,202106281234-KMAF-WGUS44-FLWMAF,Gregory Murdoch,2021
EPZ,2021-06-29 01:40,2021-06-29 04:45,2021-06-29 01:40,202106290445,FA,P,Y,33,NEW,,431.52949206917805,2021-06-29 01:40,00000,N,ER,OO,False,2021-06-29 01:40,2021-06-29 04:45,,,,,202106290140-KEPZ-WGUS84-FLSEPZ,JD,2021
DLH,2021-06-24 09:32,2021-06-24 10:00,2021-06-24 09:32,202106241000,SV,P,W,15,NEW,,1615.9730883353504,2021-06-24 09:32,,,,,False,2021-06-24 09:32,2021-06-24 09:45,60.0,1.25,,,202106240932-KDLH-WUUS53-SVRDLH,Unruh/Huyck,2021
LSX,2021-06-25 06:54,2021-06-25 09:29,2021-06-25 06:54,202106251000,FA,P,Y,10,NEW,,448.00484580001927,2021-06-25 06:54,00000,N,ER,OO,False,2021-06-25 06:54,2021-06-25 09:29,,,,,202106250654-KLSX-WGUS83-FLSLSX,Walsh,2021
LOT,2021-06-26 20:56,2021-06-26 21:30,2021-06-26 20:56,202106262130,TO,P,W,16,NEW,,419.39955458677633,2021-06-26 20:56,,,,,False,2021-06-26 20:56,2021-06-26 21:06,,0.75,RADAR INDICATED,,202106262056-KLOT-WFUS53-TORLOT,Kluber,2021
ICT,2021-06-28 18:33,2021-06-29 01:30,2021-06-28 18:33,202106290130,FA,P,W,37,NEW,,1670.3517605912948,2021-06-28 18:33,00000,0,ER,OO,False,2021-06-28 18:33,2021-06-28 23:51,,,,,202106281833-KICT-WGUS43-FLWICT,Metzger,2021
ICT,2021-06-26 03:11,2021-06-26 15:15,2021-06-26 03:11,202106261515,FA,P,W,32,NEW,,5605.92801150593,2021-06-26 03:11,00000,0,ER,OO,False,2021-06-26 03:11,2021-06-26 04:14,,,,,202106260311-KICT-WGUS43-FLWICT,Martin,2021
ICT,2021-06-28 17:37,2021-06-28 23:30,2021-06-28 17:37,202106282330,FA,P,W,36,NEW,,5605.92801150593,2021-06-28 17:37,00000,0,ER,OO,False,2021-06-28 17:37,2021-06-28 23:24,,,,,202106281737-KICT-WGUS43-FLWICT,Metzger,2021
MRX,2021-06-29 00:15,2021-06-29 01:00,2021-06-29 00:15,202106290100,SV,P,W,89,NEW,,626.1437107632222,2021-06-29 00:15,,,,,False,2021-06-29 00:15,2021-06-29 00:33,60.0,0.75,,,202106290015-KMRX-WUUS54-SVRMRX,DH,2021
BGM,2021-06-30 20:33,2021-06-30 21:15,2021-06-30 20:33,202106302115,SV,P,W,93,NEW,,1322.791276719143,2021-06-30 20:33,,,,,False,2021-06-30 20:33,2021-06-30 21:15,60.0,0.75,,,202106302033-KBGM-WUUS51-SVRBGM,MWG,2021
LSX,2021-06-25 08:34,2021-06-25 14:30,2021-06-25 08:34,202106251430,FF,P,W,8,NEW,,88.46166080918988,2021-06-25 08:34,00000,0,ER,OO,False,2021-06-25 08:34,2021-06-25 09:44,,,,,202106250834-KLSX-WGUS53-FFWLSX,Walsh,2021
BOX,2021-06-30 20:39,2021-06-30 21:45,2021-06-30 20:39,202106302145,SV,P,W,30,NEW,,2321.378445122041,2021-06-30 20:39,,,,,False,2021-06-30 20:39,2021-06-30 20:54,60.0,1.0,,,202106302039-KBOX-WUUS51-SVRBOX,Frank,2021
KEY,2021-06-30 01:13,2021-06-30 01:45,2021-06-30 01:13,202106300145,MA,P,W,88,NEW,,582.2287731477859,2021-06-30 01:13,,,,,False,2021-06-30 01:13,2021-06-30 01:42,34.0,0.0,,,202106300113-KKEY-WHUS52-SMWKEY,Devanas,2021
LOT,2021-06-27 15:00,2021-06-30 08:00,2021-06-27 15:00,202106300800,FL,P,W,10,NEW,,258.44303754826785,2021-06-27 02:13,LNRI2,1,ER,NO,False,2021-06-27 15:00,2021-06-27 16:19,,,,,202106270213-KLOT-WGUS43-FLWLOT,Ogorek,2021
LOT,2021-07-01 03:08,2021-07-01 18:55,2021-07-01 03:08,202107021200,FL,P,Y,30,NEW,,258.44303754826785,2021-07-01 03:08,LNRI2,N,ER,NO,False,2021-07-01 03:08,2021-07-01 14:20,,,,,202107010308-KLOT-WGUS83-FLSLOT,Friedlein,2021
OAX,2021-06-24 22:55,2021-06-24 23:45,2021-06-24 22:55,202106242345,SV,P,W,75,NEW,,432.95380410710965,2021-06-24 22:55,,,,,False,2021-06-24 22:55,2021-06-24 23:45,60.0,1.0,,,202106242255-KOAX-WUUS53-SVROAX,Petersen,2021
AMA,2021-06-25 20:51,2021-06-25 21:45,2021-06-25 20:51,202106252145,SV,P,W,163,NEW,,1870.265091414959,2021-06-25 20:51,,,,,False,2021-06-25 20:51,2021-06-25 21:19,60.0,1.5,,,202106252051-KAMA-WUUS54-SVRAMA,Ferguson,2021
ICT,2021-06-25 22:05,2021-06-25 23:00,2021-06-25 22:05,202106252300,SV,P,W,86,NEW,,285.7761021190992,2021-06-25 22:05,,,,,False,2021-06-25 22:05,2021-06-25 22:55,60.0,0.88,,,202106252205-KICT-WUUS53-SVRICT,HOWERTON,2021
DDC,2021-06-25 22:43,2021-06-25 23:45,2021-06-25 22:43,202106252345,SV,P,W,107,NEW,,405.3667602135302,2021-06-25 22:43,,,,,False,2021-06-25 22:43,2021-06-25 23:45,60.0,2.0,,,202106252243-KDDC-WUUS53-SVRDDC,RUSSELL,2021
IWX,2021-06-26 01:17,2021-06-26 01:45,2021-06-26 01:17,202106260145,TO,P,W,8,NEW,,145.50417272940047,2021-06-26 01:17,,,,,False,2021-06-26 01:17,2021-06-26 01:34,,0.75,RADAR INDICATED,,202106260117-KIWX-WFUS53-TORIWX,CR,2021
LWX,2021-06-30 20:39,2021-06-30 21:15,2021-06-30 20:39,202106302115,SV,P,W,161,NEW,,322.2075117512117,2021-06-30 20:39,,,,,False,2021-06-30 20:39,2021-06-30 20:57,60.0,1.0,,,202106302039-KLWX-WUUS51-SVRLWX,MSS,2021
IWX,2021-06-26 23:31,2021-06-26 23:45,2021-06-26 23:31,202106262345,TO,P,W,15,NEW,,117.62266576725204,2021-06-26 23:31,,,,,False,2021-06-26 23:31,2021-06-26 23:39,,0.75,RADAR INDICATED,,202106262331-KIWX-WFUS53-TORIWX,JBALL,2021
LWX,2021-06-30 21:14,2021-06-30 21:38,2021-06-30 21:14,202106302200,SV,P,W,164,NEW,,377.0939546075222,2021-06-30 21:14,,,,,False,2021-06-30 21:14,2021-06-30 21:38,60.0,1.0,,,202106302114-KLWX-WUUS51-SVRLWX,MSS,2021
PUB,2021-07-01 23:35,2021-07-02 00:15,2021-07-01 23:35,202107020015,SV,P,W,197,NEW,,627.9626145328014,2021-07-01 23:35,,,,,False,2021-07-01 23:35,2021-07-01 23:41,60.0,2.0,,,202107012335-KPUB-WUUS55-SVRPUB,MOORE,2021
SLC,2021-07-01 22:57,2021-07-02 02:00,2021-07-01 22:57,202107020200,FF,P,W,5,NEW,,561.6187082044607,2021-07-01 22:57,00000,0,ER,OO,False,2021-07-01 22:57,2021-07-01 23:26,,,,CONSIDERABLE,202107012257-KSLC-WGUS55-FFWSLC,GM,2021
BGM,2021-06-30 19:08,2021-06-30 20:00,2021-06-30 19:08,202106302000,SV,P,W,88,NEW,,1648.7240139958067,2021-06-30 19:08,,,,,False,2021-06-30 19:08,2021-06-30 19:39,60.0,1.0,POSSIBLE,,202106301908-KBGM-WUUS51-SVRBGM,MJM,2021
TOP,2021-06-25 20:52,2021-06-25 22:01,2021-06-25 20:52,202106252245,FA,P,Y,35,NEW,,719.6249893751723,2021-06-25 20:52,00000,N,ER,OO,False,2021-06-25 20:52,2021-06-25 22:01,,,,,202106252052-KTOP-WGUS83-FLSTOP,53,2021
ABQ,2021-06-27 13:54,2021-06-27 17:00,2021-06-27 13:54,202106271700,FA,P,Y,54,NEW,,816.1344249266617,2021-06-27 13:54,00000,N,ER,OO,False,2021-06-27 13:54,2021-06-27 17:00,,,,,202106271354-KABQ-WGUS85-FLSABQ,,2021
SLC,2021-06-24 19:22,2021-06-24 19:45,2021-06-24 19:22,202106241945,SV,P,W,8,NEW,,576.7007378642322,2021-06-24 19:22,,,,,False,2021-06-24 19:22,2021-06-24 19:45,50.0,1.0,,,202106241922-KSLC-WUUS55-SVRSLC,Woodward,2021
ICT,2021-06-26 02:10,2021-06-26 14:00,2021-06-26 02:10,202106261400,FA,P,W,31,NEW,,3665.3747015889808,2021-06-26 02:10,00000,0,ER,OO,False,2021-06-26 02:10,2021-06-26 04:05,,,,,202106260210-KICT-WGUS43-FLWICT,Kleinsasser,2021
BOU,2021-07-01 19:28,2021-07-01 21:30,2021-07-01 19:28,202107012130,FF,P,W,13,NEW,,178.7564839199285,2021-07-01 19:28,00000,0,ER,OO,False,2021-07-01 19:28,2021-07-01 20:00,,,,,202107011928-KBOU-WGUS55-FFWBOU,RPK,2021
OUN,2021-06-27 16:00,2021-06-28 10:12,2021-06-27 16:00,202106281012,FL,P,W,26,NEW,,145.49487790546027,2021-06-26 19:05,HRHO2,1,ER,NO,False,2021-06-27 16:00,2021-06-27 01:14,,,,,202106261905-KOUN-WGUS44-FLWOUN,MAD,2021
OUN,2021-06-28 08:58,2021-06-28 14:39,2021-06-28 08:58,202106290000,FL,P,Y,56,NEW,,145.49487790546027,2021-06-28 08:58,HRHO2,N,ER,NO,False,2021-06-28 08:58,2021-06-28 13:27,,,,,202106280858-KOUN-WGUS84-FLSOUN-RRA,Ware,2021
OUN,2021-06-29 04:38,2021-06-30 01:37,2021-06-29 04:38,202106301200,FL,P,Y,60,NEW,,145.49487790546027,2021-06-29 04:38,HRHO2,N,ER,NO,False,2021-06-29 04:38,2021-06-29 13:28,,,,,202106290438-KOUN-WGUS84-FLSOUN,JP,2021
OUN,2021-07-01 22:46,2021-07-02 07:29,2021-07-01 22:46,202107030000,FL,P,Y,68,NEW,,145.49487790546027,2021-07-01 22:46,HRHO2,N,ER,NO,False,2021-07-01 22:46,2021-07-02 01:36,,,,,202107012246-KOUN-WGUS84-FLSOUN,JP,2021
DDC,2021-06-25 21:57,2021-06-25 22:45,2021-06-25 21:57,202106252245,SV,P,W,103,NEW,,754.5113894225633,2021-06-25 21:57,,,,,False,2021-06-25 21:57,2021-06-25 22:15,70.0,2.0,,,202106252157-KDDC-WUUS53-SVRDDC,RUSSELL,2021
ILX,2021-06-26 19:17,2021-06-26 19:45,2021-06-26 19:17,202106261945,TO,P,W,21,NEW,,324.07372482105484,2021-06-26 19:17,,,,,False,2021-06-26 19:17,2021-06-26 19:44,,0.0,RADAR INDICATED,,202106261917-KILX-WFUS53-TORILX,Auten,2021
OUN,2021-06-28 19:32,2021-06-28 22:45,2021-06-28 19:32,202106282245,FF,P,W,36,NEW,,401.5930361531905,2021-06-28 19:32,00000,0,ER,OO,False,2021-06-28 19:32,2021-06-28 20:52,,,,,202106281932-KOUN-WGUS54-FFWOUN,11,2021
AMA,2021-06-25 20:24,2021-06-25 21:30,2021-06-25 20:24,202106252130,SV,P,W,160,NEW,,921.914232312979,2021-06-25 20:24,,,,,False,2021-06-25 20:24,2021-06-25 21:08,70.0,1.5,,,202106252024-KAMA-WUUS54-SVRAMA,TLH,2021
MAF,2021-06-27 00:41,2021-06-27 01:10,2021-06-27 00:41,202106270145,SV,P,W,279,NEW,,1101.5331359180122,2021-06-27 00:41,,,,,False,2021-06-27 00:41,2021-06-27 00:57,70.0,1.0,,,202106270041-KMAF-WUUS54-SVRMAF,84,2021
CLE,2021-06-29 21:24,2021-06-29 22:15,2021-06-29 21:24,202106292215,SV,P,W,28,NEW,,1023.7681056161516,2021-06-29 21:24,,,,,False,2021-06-29 21:24,2021-06-29 21:52,60.0,1.0,,,202106292124-KCLE-WUUS51-SVRCLE,Kahn,2021
GID,2021-06-25 23:13,2021-06-25 23:45,2021-06-25 23:13,202106252345,SV,P,W,101,NEW,,1982.8803541447178,2021-06-25 23:13,,,,,False,2021-06-25 23:13,2021-06-25 23:31,60.0,1.0,,,202106252313-KGID-WUUS53-SVRGID,Billings Wright,2021
GID,2021-06-24 21:27,2021-06-24 22:15,2021-06-24 21:27,202106242215,SV,P,W,94,NEW,,1115.5638668736754,2021-06-24 21:27,,,,,False,2021-06-24 21:27,2021-06-24 21:43,60.0,1.75,,,202106242127-KGID-WUUS53-SVRGID,Mangels,2021
IWX,2021-06-26 20:38,2021-06-26 21:02,2021-06-26 20:38,202106262115,SV,P,W,43,NEW,,680.9836474657526,2021-06-26 20:38,,,,,False,2021-06-26 20:38,2021-06-26 20:50,60.0,0.75,POSSIBLE,,202106262038-KIWX-WUUS53-SVRIWX,MCS,2021
DDC,2021-06-25 04:47,2021-06-25 05:30,2021-06-25 04:47,202106250530,SV,P,W,101,NEW,,1556.4339685086325,2021-06-25 04:47,,,,,False,2021-06-25 04:47,2021-06-25 05:03,60.0,1.0,,,202106250447-KDDC-WUUS53-SVRDDC,TURNER,2021
DTX,2021-06-26 07:15,2021-06-27 15:00,2021-06-26 07:15,202106271500,FL,P,W,3,NEW,,46.60543096751135,2021-06-26 07:15,GACM4,1,ER,NR,False,2021-06-26 07:15,2021-06-26 14:28,,,,,202106260715-KDTX-WGUS43-FLWDTX,DG,2021
FSD,2021-06-24 00:12,2021-06-24 00:58,2021-06-24 00:12,202106240115,SV,P,W,32,NEW,,2078.6557198190803,2021-06-24 00:12,,,,,False,2021-06-24 00:12,2021-06-24 00:37,60.0,1.25,,,202106240012-KFSD-WUUS53-SVRFSD,Kalin,2021
PUB,2021-07-01 20:34,2021-07-01 21:15,2021-07-01 20:34,202107012115,SV,P,W,191,NEW,,277.40081934461597,2021-07-01 20:34,,,,,False,2021-07-01 20:34,2021-07-01 20:49,60.0,1.0,,,202107012034-KPUB-WUUS55-SVRPUB,MOORE,2021
AMA,2021-06-26 01:40,2021-06-26 03:15,2021-06-26 01:40,202106260315,SV,P,W,176,NEW,,1558.1246066390881,2021-06-26 01:40,,,,,False,2021-06-26 01:40,2021-06-26 01:44,60.0,2.0,,,202106260140-KAMA-WUUS54-SVRAMA,Ferguson,2021
DDC,2021-06-25 03:04,2021-06-25 03:42,2021-06-25 03:04,202106250400,SV,P,W,99,NEW,,1042.7563578184652,2021-06-25 03:04,,,,,False,2021-06-25 03:04,2021-06-25 03:22,70.0,0.88,,,202106250304-KDDC-WUUS53-SVRDDC,TURNER,2021
KEY,2021-06-29 08:25,2021-06-29 09:15,2021-06-29 08:25,202106290915,MA,P,W,81,NEW,,1738.3156997275553,2021-06-29 08:25,,,,,False,2021-06-29 08:25,2021-06-29 09:15,34.0,0.0,,,202106290825-KKEY-WHUS52-SMWKEY,Williams,2021
OAX,2021-06-26 00:23,2021-06-26 01:15,2021-06-26 00:23,202106260115,SV,P,W,84,NEW,,786.3196939828824,2021-06-26 00:23,,,,,False,2021-06-26 00:23,2021-06-26 00:37,60.0,1.5,,,202106260023-KOAX-WUUS53-SVROAX,Dergan,2021
LUB,2021-06-28 04:08,2021-06-28 06:30,2021-06-28 04:08,202106280630,FA,P,Y,70,NEW,,892.4450312947238,2021-06-28 04:08,00000,N,ER,OO,False,2021-06-28 04:08,2021-06-28 06:30,,,,,202106280408-KLUB-WGUS84-FLSLUB,GKENDRICK,2021
MAF,2021-06-26 23:16,2021-06-27 00:15,2021-06-26 23:16,202106270015,SV,P,W,276,NEW,,792.4676597529025,2021-06-26 23:16,,,,,False,2021-06-26 23:16,2021-06-26 23:45,60.0,1.0,,,202106262316-KMAF-WUUS54-SVRMAF,44,2021
IWX,2021-06-29 22:27,2021-06-29 23:00,2021-06-29 22:27,202106292300,SV,P,W,51,NEW,,242.27543435020985,2021-06-29 22:27,,,,,False,2021-06-29 22:27,2021-06-29 22:42,60.0,1.0,,,202106292227-KIWX-WUUS53-SVRIWX,JBALL,2021
VEF,2021-06-24 20:11,2021-06-24 20:31,2021-06-24 20:11,202106242100,SV,P,W,4,NEW,,503.1235187054353,2021-06-24 20:11,,,,,False,2021-06-24 20:11,2021-06-24 20:31,60.0,1.0,,,202106242011-KVEF-WUUS55-SVRVEF,SC,2021
EAX,2021-06-26 02:45,2021-06-27 20:04,2021-06-26 02:45,202106272004,FL,P,W,124,NEW,,272.63190784036374,2021-06-25 13:36,ESTK1,2,ER,NO,False,2021-06-26 02:45,2021-06-25 18:43,,,,,202106251336-KEAX-WGUS43-FLWEAX,Blair,2021
